"Bedrijfstakken/branches (SBI 2008)";"Perioden";"Omzet ongecorrigeerd/Indexcijfers/Waarde (2015=100)";"Omzet ongecorrigeerd/Indexcijfers/Volume (2015=100)"
"4765 Speelgoedwinkels";"2016 maart";"    75.8";"    73.0"
"4765 Speelgoedwinkels";"2016 april";"    72.3";"    70.6"
"4765 Speelgoedwinkels";"2016 mei";"    74.2";"    72.1"
"4765 Speelgoedwinkels";"2016 juni";"    77.9";"    75.9"
"4765 Speelgoedwinkels";"2016 juli";"    86.6";"    84.5"
"4765 Speelgoedwinkels";"2016 augustus";"    77.1";"    75.8"
"4765 Speelgoedwinkels";"2016 september";"    88.1";"    86.5"
"4765 Speelgoedwinkels";"2016 oktober";"   119.6";"   119.0"
"4765 Speelgoedwinkels";"2016 november";"   200.7";"   199.3"
"4765 Speelgoedwinkels";"2016 december";"   167.0";"   166.2"
"4765 Speelgoedwinkels";"2017 januari";"    67.5";"    66.7"
"4765 Speelgoedwinkels";"2017 februari";"    67.6";"    67.3"
"4765 Speelgoedwinkels";"2017 maart";"    81.0";"    80.8"
"4765 Speelgoedwinkels";"2017 april";"    66.4";"    65.9"
"4765 Speelgoedwinkels";"2017 mei";"    71.2";"    70.3"
"4765 Speelgoedwinkels";"2017 juni";"    76.8";"    74.6"
"4765 Speelgoedwinkels";"2017 juli";"    83.2";"    80.8"
"4765 Speelgoedwinkels";"2017 augustus";"    72.4";"    68.5"
"4765 Speelgoedwinkels";"2017 september";"    83.3";"    79.2"
"4765 Speelgoedwinkels";"2017 oktober";"    98.5";"    93.2"
"4765 Speelgoedwinkels";"2017 november";"   179.2";"   171.6"
"4765 Speelgoedwinkels";"2017 december";"   157.2";"   152.9"
"4765 Speelgoedwinkels";"2018 januari";"    64.9";"    61.2"
"4765 Speelgoedwinkels";"2018 februari";"    58.8";"    55.1"
"4765 Speelgoedwinkels";"2018 maart";"    63.6";"    58.8"
"4765 Speelgoedwinkels";"2018 april";"    56.2";"    52.6"
"4765 Speelgoedwinkels";"2018 mei";"    59.3";"    54.8"
"4765 Speelgoedwinkels";"2018 juni";"    69.6";"    63.9"
"4765 Speelgoedwinkels";"2018 juli";"    70.5";"    62.0"
"4765 Speelgoedwinkels";"2018 augustus";"    67.8";"    59.6"
"4765 Speelgoedwinkels";"2018 september";"    66.7";"    58.9"
"4765 Speelgoedwinkels";"2018 oktober";"    92.3";"    83.0"
"4765 Speelgoedwinkels";"2018 november";"   145.7";"   133.3"
"4765 Speelgoedwinkels";"2018 december";"   139.9";"   130.6"
"4765 Speelgoedwinkels";"2019 januari";"    52.5";"    48.7"
"4765 Speelgoedwinkels";"2019 februari";"    35.6";"    32.2"
"4765 Speelgoedwinkels";"2019 maart";"    31.6";"    28.1"
"4765 Speelgoedwinkels";"2019 april";"    29.8";"    26.6"
"4765 Speelgoedwinkels";"2019 mei";"    29.9";"    26.3"
"4765 Speelgoedwinkels";"2019 juni";"    34.1";"    30.5"
"4765 Speelgoedwinkels";"2019 juli";"    33.3";"    29.8"
"4765 Speelgoedwinkels";"2019 augustus";"    35.6";"    31.7"
"4765 Speelgoedwinkels";"2019 september";"    36.1";"    31.8"
"4765 Speelgoedwinkels";"2019 oktober";"    48.5";"    42.7"
"4765 Speelgoedwinkels";"2019 november";"    83.5";"    75.0"
"4765 Speelgoedwinkels";"2019 december";"    87.0";"    78.9"
"4765 Speelgoedwinkels";"2020 januari*";"       .";"       ."
"4765 Speelgoedwinkels";"2020 februari*";"       .";"       ."
"4765 Speelgoedwinkels";"2020 maart*";"       .";"       ."
"4765 Speelgoedwinkels";"2020 april*";"       .";"       ."
"4765 Speelgoedwinkels";"2020 mei*";"       .";"       ."
"4765 Speelgoedwinkels";"2020 juni*";"       .";"       ."
"4765 Speelgoedwinkels";"2020 juli*";"       .";"       ."
"4765 Speelgoedwinkels";"2020 augustus*";"       .";"       ."
"4765 Speelgoedwinkels";"2020 september*";"       .";"       ."
"4765 Speelgoedwinkels";"2020 oktober*";"       .";"       ."
"4765 Speelgoedwinkels";"2020 november*";"       .";"       ."
"4765 Speelgoedwinkels";"2020 december*";"       .";"       ."
"4765 Speelgoedwinkels";"2021 januari*";"       .";"       ."
"4765 Speelgoedwinkels";"2021 februari*";"       .";"       ."
"4765 Speelgoedwinkels";"2021 maart*";"       .";"       ."
"4771 Winkels in kleding";"2005 januari";"    84.1";"    96.9"
"4771 Winkels in kleding";"2005 februari";"    73.1";"    77.6"
"4771 Winkels in kleding";"2005 maart";"   106.7";"   100.6"
"4771 Winkels in kleding";"2005 april";"   113.3";"   106.5"
"4771 Winkels in kleding";"2005 mei";"   104.9";"    99.2"
"4771 Winkels in kleding";"2005 juni";"   112.7";"   115.8"
"4771 Winkels in kleding";"2005 juli";"    96.9";"   111.5"
"4771 Winkels in kleding";"2005 augustus";"    93.1";"   103.0"
"4771 Winkels in kleding";"2005 september";"   114.4";"   108.0"
"4771 Winkels in kleding";"2005 oktober";"   129.3";"   122.0"
"4771 Winkels in kleding";"2005 november";"   107.1";"   101.8"
"4771 Winkels in kleding";"2005 december";"   131.3";"   135.3"
"4771 Winkels in kleding";"2006 januari";"    90.0";"   104.3"
"4771 Winkels in kleding";"2006 februari";"    77.9";"    83.5"
"4771 Winkels in kleding";"2006 maart";"   105.8";"    99.3"
"4771 Winkels in kleding";"2006 april";"   119.0";"   110.4"
"4771 Winkels in kleding";"2006 mei";"   122.8";"   113.7"
"4771 Winkels in kleding";"2006 juni";"   116.2";"   116.2"
"4771 Winkels in kleding";"2006 juli";"    99.6";"   113.3"
"4771 Winkels in kleding";"2006 augustus";"   109.8";"   114.9"
"4771 Winkels in kleding";"2006 september";"   117.7";"   108.5"
"4771 Winkels in kleding";"2006 oktober";"   132.0";"   120.4"
"4771 Winkels in kleding";"2006 november";"   115.9";"   107.0"
"4771 Winkels in kleding";"2006 december";"   136.4";"   136.4"
"4771 Winkels in kleding";"2007 januari";"    94.3";"   107.4"
"4771 Winkels in kleding";"2007 februari";"    85.2";"    91.6"
"4771 Winkels in kleding";"2007 maart";"   123.9";"   111.5"
"4771 Winkels in kleding";"2007 april";"   135.5";"   120.5"
"4771 Winkels in kleding";"2007 mei";"   118.3";"   105.7"
"4771 Winkels in kleding";"2007 juni";"   127.5";"   123.1"
"4771 Winkels in kleding";"2007 juli";"   109.9";"   118.8"
"4771 Winkels in kleding";"2007 augustus";"   108.8";"   111.2"
"4771 Winkels in kleding";"2007 september";"   137.6";"   128.0"
"4771 Winkels in kleding";"2007 oktober";"   137.9";"   127.2"
"4771 Winkels in kleding";"2007 november";"   114.0";"   106.7"
"4771 Winkels in kleding";"2007 december";"   137.6";"   139.2"
"4771 Winkels in kleding";"2008 januari";"    98.3";"   109.0"
"4771 Winkels in kleding";"2008 februari";"    94.8";"    97.5"
"4771 Winkels in kleding";"2008 maart";"   112.9";"   101.5"
"4771 Winkels in kleding";"2008 april";"   126.4";"   113.0"
"4771 Winkels in kleding";"2008 mei";"   134.6";"   121.7"
"4771 Winkels in kleding";"2008 juni";"   117.7";"   115.0"
"4771 Winkels in kleding";"2008 juli";"   110.2";"   121.4"
"4771 Winkels in kleding";"2008 augustus";"   110.0";"   113.0"
"4771 Winkels in kleding";"2008 september";"   134.2";"   125.0"
"4771 Winkels in kleding";"2008 oktober";"   139.0";"   128.6"
"4771 Winkels in kleding";"2008 november";"   111.8";"   104.7"
"4771 Winkels in kleding";"2008 december";"   130.7";"   132.5"
"4771 Winkels in kleding";"2009 januari";"    98.9";"   114.0"
"4771 Winkels in kleding";"2009 februari";"    85.9";"    91.0"
"4771 Winkels in kleding";"2009 maart";"   107.8";"    95.6"
"4771 Winkels in kleding";"2009 april";"   129.2";"   113.9"
"4771 Winkels in kleding";"2009 mei";"   117.9";"   105.3"
"4771 Winkels in kleding";"2009 juni";"   114.1";"   110.8"
"4771 Winkels in kleding";"2009 juli";"   109.8";"   122.5"
"4771 Winkels in kleding";"2009 augustus";"    94.1";"    97.0"
"4771 Winkels in kleding";"2009 september";"   124.7";"   115.8"
"4771 Winkels in kleding";"2009 oktober";"   140.0";"   128.8"
"4771 Winkels in kleding";"2009 november";"   100.7";"    94.1"
"4771 Winkels in kleding";"2009 december";"   127.0";"   133.0"
"4771 Winkels in kleding";"2010 januari";"    91.9";"   104.4"
"4771 Winkels in kleding";"2010 februari";"    83.6";"    89.3"
"4771 Winkels in kleding";"2010 maart";"   114.8";"   102.0"
"4771 Winkels in kleding";"2010 april";"   121.2";"   107.3"
"4771 Winkels in kleding";"2010 mei";"   113.7";"   101.9"
"4771 Winkels in kleding";"2010 juni";"   119.6";"   119.1"
"4771 Winkels in kleding";"2010 juli";"   108.5";"   119.0"
"4771 Winkels in kleding";"2010 augustus";"   100.2";"   105.9"
"4771 Winkels in kleding";"2010 september";"   131.1";"   124.1"
"4771 Winkels in kleding";"2010 oktober";"   132.8";"   124.4"
"4771 Winkels in kleding";"2010 november";"   108.3";"   101.7"
"4771 Winkels in kleding";"2010 december";"   121.8";"   125.3"
"4771 Winkels in kleding";"2011 januari";"    91.3";"   103.7"
"4771 Winkels in kleding";"2011 februari";"    84.1";"    88.9"
"4771 Winkels in kleding";"2011 maart";"   112.0";"    99.0"
"4771 Winkels in kleding";"2011 april";"   125.7";"   110.9"
"4771 Winkels in kleding";"2011 mei";"   112.5";"   100.5"
"4771 Winkels in kleding";"2011 juni";"   112.4";"   110.2"
"4771 Winkels in kleding";"2011 juli";"   110.5";"   121.7"
"4771 Winkels in kleding";"2011 augustus";"   101.4";"   105.8"
"4771 Winkels in kleding";"2011 september";"   115.3";"   105.6"
"4771 Winkels in kleding";"2011 oktober";"   125.9";"   114.4"
"4771 Winkels in kleding";"2011 november";"   108.8";"   100.8"
"4771 Winkels in kleding";"2011 december";"   127.6";"   128.8"
"4771 Winkels in kleding";"2012 januari";"    91.5";"   102.1"
"4771 Winkels in kleding";"2012 februari";"    80.8";"    84.9"
"4771 Winkels in kleding";"2012 maart";"   120.4";"   103.9"
"4771 Winkels in kleding";"2012 april";"   104.5";"    89.9"
"4771 Winkels in kleding";"2012 mei";"   115.8";"   101.5"
"4771 Winkels in kleding";"2012 juni";"   110.9";"   106.5"
"4771 Winkels in kleding";"2012 juli";"   101.0";"   109.7"
"4771 Winkels in kleding";"2012 augustus";"    93.4";"    98.1"
"4771 Winkels in kleding";"2012 september";"   121.3";"   112.9"
"4771 Winkels in kleding";"2012 oktober";"   122.2";"   114.2"
"4771 Winkels in kleding";"2012 november";"   101.1";"    95.6"
"4771 Winkels in kleding";"2012 december";"   120.1";"   124.1"
"4771 Winkels in kleding";"2013 januari";"    85.2";"    96.4"
"4771 Winkels in kleding";"2013 februari";"    74.7";"    79.5"
"4771 Winkels in kleding";"2013 maart";"    99.9";"    84.8"
"4771 Winkels in kleding";"2013 april";"   105.2";"    89.5"
"4771 Winkels in kleding";"2013 mei";"   109.0";"    93.9"
"4771 Winkels in kleding";"2013 juni";"   108.5";"   102.5"
"4771 Winkels in kleding";"2013 juli";"   100.3";"   106.3"
"4771 Winkels in kleding";"2013 augustus";"    90.3";"    94.1"
"4771 Winkels in kleding";"2013 september";"   110.6";"   103.7"
"4771 Winkels in kleding";"2013  oktober";"   119.0";"   111.3"
"4771 Winkels in kleding";"2013  november";"   103.0";"    98.0"
"4771 Winkels in kleding";"2013 december ";"   116.4";"   119.4"
"4771 Winkels in kleding";"2014 januari";"    88.3";"    99.5"
"4771 Winkels in kleding";"2014 februari";"    73.3";"    78.7"
"4771 Winkels in kleding";"2014 maart";"    99.5";"    86.2"
"4771 Winkels in kleding";"2014 april";"   106.9";"    93.2"
"4771 Winkels in kleding";"2014 mei";"   111.4";"    98.7"
"4771 Winkels in kleding";"2014 juni";"   101.5";"    96.3"
"4771 Winkels in kleding";"2014 juli";"    98.4";"   108.3"
"4771 Winkels in kleding";"2014 augustus";"    96.7";"   102.7"
"4771 Winkels in kleding";"2014 september";"    96.5";"    91.4"
"4771 Winkels in kleding";"2014 oktober";"   117.6";"   110.6"
"4771 Winkels in kleding";"2014 november";"   101.9";"    96.9"
"4771 Winkels in kleding";"2014 december";"   115.0";"   117.0"
"4771 Winkels in kleding";"2015 januari";"    87.0";"   101.4"
"4771 Winkels in kleding";"2015 februari";"    74.6";"    82.9"
"4771 Winkels in kleding";"2015 maart";"    94.0";"    84.1"
"4771 Winkels in kleding";"2015 april";"   108.2";"    97.2"
"4771 Winkels in kleding";"2015 mei";"   104.1";"    94.7"
"4771 Winkels in kleding";"2015 juni";"   105.5";"   101.3"
"4771 Winkels in kleding";"2015 juli";"   101.9";"   111.9"
"4771 Winkels in kleding";"2015 augustus";"    86.9";"    96.3"
"4771 Winkels in kleding";"2015 september";"   109.6";"   105.9"
"4771 Winkels in kleding";"2015 oktober";"   119.1";"   113.3"
"4771 Winkels in kleding";"2015 november";"    91.0";"    87.3"
"4771 Winkels in kleding";"2015 december";"   118.0";"   123.6"
"4771 Winkels in kleding";"2016 januari";"    85.6";"    97.9"
"4771 Winkels in kleding";"2016 februari";"    74.9";"    81.9"
"4771 Winkels in kleding";"2016 maart";"    96.1";"    86.4"
"4771 Winkels in kleding";"2016 april";"   107.4";"    96.5"
"4771 Winkels in kleding";"2016 mei";"   109.5";"    99.2"
"4771 Winkels in kleding";"2016 juni";"   109.8";"   106.8"
"4771 Winkels in kleding";"2016 juli";"   109.1";"   118.1"
"4771 Winkels in kleding";"2016 augustus";"    89.9";"    96.3"
"4771 Winkels in kleding";"2016 september";"   100.3";"    97.9"
"4771 Winkels in kleding";"2016 oktober";"   133.5";"   127.3"
"4771 Winkels in kleding";"2016 november";"   104.0";"    98.9"
"4771 Winkels in kleding";"2016 december";"   125.2";"   126.8"
"4771 Winkels in kleding";"2017 januari";"    88.1";"    97.8"
"4771 Winkels in kleding";"2017 februari";"    75.1";"    78.1"
"4771 Winkels in kleding";"2017 maart";"   103.5";"    97.4"
"4771 Winkels in kleding";"2017 april";"   109.2";"   102.1"
"4771 Winkels in kleding";"2017 mei";"   110.9";"   104.8"
"4771 Winkels in kleding";"2017 juni";"   111.3";"   111.9"
"4771 Winkels in kleding";"2017 juli";"   106.4";"   118.8"
"4771 Winkels in kleding";"2017 augustus";"    95.4";"   102.1"
"4771 Winkels in kleding";"2017 september";"   113.5";"   112.3"
"4771 Winkels in kleding";"2017 oktober";"   115.5";"   113.2"
"4771 Winkels in kleding";"2017 november";"   105.6";"   101.6"
"4771 Winkels in kleding";"2017 december";"   121.5";"   121.4"
"4771 Winkels in kleding";"2018 januari";"    90.0";"   100.3"
"4771 Winkels in kleding";"2018 februari";"    76.6";"    81.0"
"4771 Winkels in kleding";"2018 maart";"    99.2";"    98.3"
"4771 Winkels in kleding";"2018 april";"   112.9";"   106.7"
"4771 Winkels in kleding";"2018 mei";"   110.2";"   104.2"
"4771 Winkels in kleding";"2018 juni";"   112.7";"   111.6"
"4771 Winkels in kleding";"2018 juli";"   105.4";"   114.1"
"4771 Winkels in kleding";"2018 augustus";"    98.2";"   106.6"
"4771 Winkels in kleding";"2018 september";"   109.0";"   110.6"
"4771 Winkels in kleding";"2018 oktober";"   118.3";"   114.7"
"4771 Winkels in kleding";"2018 november";"   109.5";"   102.9"
"4771 Winkels in kleding";"2018 december";"   120.2";"   114.4"
"4771 Winkels in kleding";"2019 januari";"    87.2";"    92.8"
"4771 Winkels in kleding";"2019 februari";"    79.3";"    79.5"
"4771 Winkels in kleding";"2019 maart";"    96.5";"    93.4"
"4771 Winkels in kleding";"2019 april";"   110.0";"   107.4"
"4771 Winkels in kleding";"2019 mei";"   109.5";"   106.3"
"4771 Winkels in kleding";"2019 juni";"   113.4";"   113.9"
"4771 Winkels in kleding";"2019 juli";"   105.5";"   115.3"
"4771 Winkels in kleding";"2019 augustus";"    95.6";"    97.8"
"4771 Winkels in kleding";"2019 september";"   109.2";"   105.2"
"4771 Winkels in kleding";"2019 oktober";"   121.2";"   114.4"
"4771 Winkels in kleding";"2019 november";"   109.2";"   101.2"
"4771 Winkels in kleding";"2019 december";"   123.1";"   116.2"
"4771 Winkels in kleding";"2020 januari*";"    86.5";"    91.0"
"4771 Winkels in kleding";"2020 februari*";"    77.5";"    77.7"
"4771 Winkels in kleding";"2020 maart*";"    51.4";"    49.9"
"4771 Winkels in kleding";"2020 april*";"    47.5";"    45.9"
"4771 Winkels in kleding";"2020 mei*";"    81.8";"    79.8"
"4771 Winkels in kleding";"2020 juni*";"   100.6";"   100.3"
"4771 Winkels in kleding";"2020 juli*";"   104.0";"   111.7"
"4771 Winkels in kleding";"2020 augustus*";"    89.7";"    96.0"
"4771 Winkels in kleding";"2020 september*";"   101.4";"    97.6"
"4771 Winkels in kleding";"2020 oktober*";"    99.6";"    91.1"
"4771 Winkels in kleding";"2020 november*";"    86.3";"    80.5"
"4771 Winkels in kleding";"2020 december*";"    67.6";"    65.1"
"4771 Winkels in kleding";"2021 januari*";"    33.8";"    36.1"
"4771 Winkels in kleding";"2021 februari*";"    35.4";"    35.2"
"4771 Winkels in kleding";"2021 maart*";"    73.0";"    69.0"
"4772 Winkels in schoenen en lederwaren";"2005 januari";"    85.6";"    93.9"
"4772 Winkels in schoenen en lederwaren";"2005 februari";"    70.1";"    74.3"
"4772 Winkels in schoenen en lederwaren";"2005 maart";"   110.1";"   110.8"
"4772 Winkels in schoenen en lederwaren";"2005 april";"   133.3";"   131.0"
"4772 Winkels in schoenen en lederwaren";"2005 mei";"   127.3";"   124.4"
"4772 Winkels in schoenen en lederwaren";"2005 juni";"   136.2";"   139.7"
"4772 Winkels in schoenen en lederwaren";"2005 juli";"   117.1";"   128.1"
"4772 Winkels in schoenen en lederwaren";"2005 augustus";"   118.9";"   127.7"
"4772 Winkels in schoenen en lederwaren";"2005 september";"   149.6";"   143.4"
"4772 Winkels in schoenen en lederwaren";"2005 oktober";"   147.7";"   139.3"
"4772 Winkels in schoenen en lederwaren";"2005 november";"   115.9";"   110.8"
"4772 Winkels in schoenen en lederwaren";"2005 december";"   137.2";"   142.1"
"4772 Winkels in schoenen en lederwaren";"2006 januari";"    91.4";"   100.6"
"4772 Winkels in schoenen en lederwaren";"2006 februari";"    73.6";"    77.3"
"4772 Winkels in schoenen en lederwaren";"2006 maart";"   108.5";"   107.2"
"4772 Winkels in schoenen en lederwaren";"2006 april";"   142.8";"   137.0"
"4772 Winkels in schoenen en lederwaren";"2006 mei";"   158.9";"   153.3"
"4772 Winkels in schoenen en lederwaren";"2006 juni";"   140.4";"   143.1"
"4772 Winkels in schoenen en lederwaren";"2006 juli";"   111.0";"   125.1"
"4772 Winkels in schoenen en lederwaren";"2006 augustus";"   142.9";"   153.0"
"4772 Winkels in schoenen en lederwaren";"2006 september";"   150.3";"   143.8"
"4772 Winkels in schoenen en lederwaren";"2006 oktober";"   154.2";"   144.3"
"4772 Winkels in schoenen en lederwaren";"2006 november";"   123.9";"   117.2"
"4772 Winkels in schoenen en lederwaren";"2006 december";"   141.1";"   145.1"
"4772 Winkels in schoenen en lederwaren";"2007 januari";"    90.3";"    99.6"
"4772 Winkels in schoenen en lederwaren";"2007 februari";"    79.3";"    85.5"
"4772 Winkels in schoenen en lederwaren";"2007 maart";"   125.8";"   122.3"
"4772 Winkels in schoenen en lederwaren";"2007 april";"   164.5";"   155.5"
"4772 Winkels in schoenen en lederwaren";"2007 mei";"   130.3";"   123.2"
"4772 Winkels in schoenen en lederwaren";"2007 juni";"   140.4";"   139.4"
"4772 Winkels in schoenen en lederwaren";"2007 juli";"   115.0";"   123.4"
"4772 Winkels in schoenen en lederwaren";"2007 augustus";"   126.1";"   131.6"
"4772 Winkels in schoenen en lederwaren";"2007 september";"   167.9";"   159.4"
"4772 Winkels in schoenen en lederwaren";"2007 oktober";"   145.5";"   137.0"
"4772 Winkels in schoenen en lederwaren";"2007 november";"   114.1";"   108.8"
"4772 Winkels in schoenen en lederwaren";"2007 december";"   137.4";"   141.8"
"4772 Winkels in schoenen en lederwaren";"2008 januari";"    91.4";"   101.6"
"4772 Winkels in schoenen en lederwaren";"2008 februari";"    84.9";"    91.5"
"4772 Winkels in schoenen en lederwaren";"2008 maart";"   105.5";"    96.4"
"4772 Winkels in schoenen en lederwaren";"2008 april";"   138.0";"   122.9"
"4772 Winkels in schoenen en lederwaren";"2008 mei";"   155.7";"   139.8"
"4772 Winkels in schoenen en lederwaren";"2008 juni";"   134.5";"   128.9"
"4772 Winkels in schoenen en lederwaren";"2008 juli";"   115.7";"   124.9"
"4772 Winkels in schoenen en lederwaren";"2008 augustus";"   128.8";"   135.2"
"4772 Winkels in schoenen en lederwaren";"2008 september";"   166.2";"   154.7"
"4772 Winkels in schoenen en lederwaren";"2008 oktober";"   148.3";"   137.5"
"4772 Winkels in schoenen en lederwaren";"2008 november";"   111.7";"   105.8"
"4772 Winkels in schoenen en lederwaren";"2008 december";"   134.2";"   138.9"
"4772 Winkels in schoenen en lederwaren";"2009 januari";"    93.6";"   105.2"
"4772 Winkels in schoenen en lederwaren";"2009 februari";"    80.3";"    86.0"
"4772 Winkels in schoenen en lederwaren";"2009 maart";"   106.1";"    96.2"
"4772 Winkels in schoenen en lederwaren";"2009 april";"   151.3";"   134.4"
"4772 Winkels in schoenen en lederwaren";"2009 mei";"   131.3";"   118.1"
"4772 Winkels in schoenen en lederwaren";"2009 juni";"   131.2";"   126.1"
"4772 Winkels in schoenen en lederwaren";"2009 juli";"   118.5";"   126.3"
"4772 Winkels in schoenen en lederwaren";"2009 augustus";"   110.2";"   116.8"
"4772 Winkels in schoenen en lederwaren";"2009 september";"   158.2";"   143.6"
"4772 Winkels in schoenen en lederwaren";"2009 oktober";"   154.4";"   140.2"
"4772 Winkels in schoenen en lederwaren";"2009 november";"    99.1";"    92.5"
"4772 Winkels in schoenen en lederwaren";"2009 december";"   137.4";"   143.3"
"4772 Winkels in schoenen en lederwaren";"2010 januari";"    91.4";"   100.4"
"4772 Winkels in schoenen en lederwaren";"2010 februari";"    71.6";"    77.8"
"4772 Winkels in schoenen en lederwaren";"2010 maart";"   107.6";"    99.9"
"4772 Winkels in schoenen en lederwaren";"2010 april";"   128.3";"   115.7"
"4772 Winkels in schoenen en lederwaren";"2010 mei";"   118.2";"   106.8"
"4772 Winkels in schoenen en lederwaren";"2010 juni";"   130.0";"   124.4"
"4772 Winkels in schoenen en lederwaren";"2010 juli";"   114.9";"   118.9"
"4772 Winkels in schoenen en lederwaren";"2010 augustus";"   118.6";"   122.6"
"4772 Winkels in schoenen en lederwaren";"2010 september";"   162.9";"   150.0"
"4772 Winkels in schoenen en lederwaren";"2010 oktober";"   143.8";"   132.0"
"4772 Winkels in schoenen en lederwaren";"2010 november";"   118.1";"   109.4"
"4772 Winkels in schoenen en lederwaren";"2010 december";"   137.3";"   140.2"
"4772 Winkels in schoenen en lederwaren";"2011 januari";"    94.4";"   100.5"
"4772 Winkels in schoenen en lederwaren";"2011 februari";"    83.2";"    88.4"
"4772 Winkels in schoenen en lederwaren";"2011 maart";"   114.5";"   105.9"
"4772 Winkels in schoenen en lederwaren";"2011 april";"   150.3";"   132.8"
"4772 Winkels in schoenen en lederwaren";"2011 mei";"   123.2";"   109.2"
"4772 Winkels in schoenen en lederwaren";"2011 juni";"   127.9";"   122.2"
"4772 Winkels in schoenen en lederwaren";"2011 juli";"   120.6";"   123.8"
"4772 Winkels in schoenen en lederwaren";"2011 augustus";"   124.7";"   128.7"
"4772 Winkels in schoenen en lederwaren";"2011 september";"   143.8";"   131.8"
"4772 Winkels in schoenen en lederwaren";"2011 oktober";"   147.0";"   132.9"
"4772 Winkels in schoenen en lederwaren";"2011 november";"   118.1";"   110.0"
"4772 Winkels in schoenen en lederwaren";"2011 december";"   135.0";"   135.9"
"4772 Winkels in schoenen en lederwaren";"2012 januari";"    93.1";"    99.2"
"4772 Winkels in schoenen en lederwaren";"2012 februari";"    85.6";"    90.0"
"4772 Winkels in schoenen en lederwaren";"2012 maart";"   136.1";"   124.4"
"4772 Winkels in schoenen en lederwaren";"2012 april";"   104.8";"    93.7"
"4772 Winkels in schoenen en lederwaren";"2012 mei";"   126.3";"   113.9"
"4772 Winkels in schoenen en lederwaren";"2012 juni";"   133.3";"   128.1"
"4772 Winkels in schoenen en lederwaren";"2012 juli";"   112.0";"   114.7"
"4772 Winkels in schoenen en lederwaren";"2012 augustus";"   114.1";"   117.9"
"4772 Winkels in schoenen en lederwaren";"2012 september";"   154.6";"   142.9"
"4772 Winkels in schoenen en lederwaren";"2012 oktober";"   134.8";"   124.7"
"4772 Winkels in schoenen en lederwaren";"2012 november";"   104.3";"    98.1"
"4772 Winkels in schoenen en lederwaren";"2012 december";"   131.4";"   132.7"
"4772 Winkels in schoenen en lederwaren";"2013 januari";"    91.0";"    97.0"
"4772 Winkels in schoenen en lederwaren";"2013 februari";"    70.4";"    75.1"
"4772 Winkels in schoenen en lederwaren";"2013 maart";"    91.7";"    83.8"
"4772 Winkels in schoenen en lederwaren";"2013 april";"   109.8";"    98.9"
"4772 Winkels in schoenen en lederwaren";"2013 mei";"   115.4";"   104.2"
"4772 Winkels in schoenen en lederwaren";"2013 juni";"   120.4";"   114.6"
"4772 Winkels in schoenen en lederwaren";"2013 juli";"   103.4";"   105.1"
"4772 Winkels in schoenen en lederwaren";"2013 augustus";"   103.8";"   108.8"
"4772 Winkels in schoenen en lederwaren";"2013 september";"   131.4";"   127.7"
"4772 Winkels in schoenen en lederwaren";"2013  oktober";"   130.0";"   123.0"
"4772 Winkels in schoenen en lederwaren";"2013  november";"   105.4";"   101.4"
"4772 Winkels in schoenen en lederwaren";"2013 december ";"   116.0";"   118.0"
"4772 Winkels in schoenen en lederwaren";"2014 januari";"    89.3";"    96.6"
"4772 Winkels in schoenen en lederwaren";"2014 februari";"    69.3";"    74.8"
"4772 Winkels in schoenen en lederwaren";"2014 maart";"   101.2";"    93.9"
"4772 Winkels in schoenen en lederwaren";"2014 april";"   111.0";"   101.7"
"4772 Winkels in schoenen en lederwaren";"2014 mei";"   121.6";"   112.1"
"4772 Winkels in schoenen en lederwaren";"2014 juni";"   112.2";"   107.6"
"4772 Winkels in schoenen en lederwaren";"2014 juli";"   103.4";"   107.3"
"4772 Winkels in schoenen en lederwaren";"2014 augustus";"   112.5";"   118.3"
"4772 Winkels in schoenen en lederwaren";"2014 september";"   105.4";"   101.9"
"4772 Winkels in schoenen en lederwaren";"2014 oktober";"   121.1";"   115.7"
"4772 Winkels in schoenen en lederwaren";"2014 november";"   101.6";"    98.7"
"4772 Winkels in schoenen en lederwaren";"2014 december";"   115.7";"   121.8"
"4772 Winkels in schoenen en lederwaren";"2015 januari";"    84.5";"    93.5"
"4772 Winkels in schoenen en lederwaren";"2015 februari";"    69.3";"    76.0"
"4772 Winkels in schoenen en lederwaren";"2015 maart";"    90.1";"    87.1"
"4772 Winkels in schoenen en lederwaren";"2015 april";"   113.7";"   106.8"
"4772 Winkels in schoenen en lederwaren";"2015 mei";"   109.5";"   103.8"
"4772 Winkels in schoenen en lederwaren";"2015 juni";"   113.3";"   110.7"
"4772 Winkels in schoenen en lederwaren";"2015 juli";"   101.7";"   106.0"
"4772 Winkels in schoenen en lederwaren";"2015 augustus";"    93.8";"    99.1"
"4772 Winkels in schoenen en lederwaren";"2015 september";"   114.0";"   110.5"
"4772 Winkels in schoenen en lederwaren";"2015 oktober";"   115.9";"   110.5"
"4772 Winkels in schoenen en lederwaren";"2015 november";"    84.5";"    81.4"
"4772 Winkels in schoenen en lederwaren";"2015 december";"   109.7";"   114.8"
"4772 Winkels in schoenen en lederwaren";"2016 januari";"    77.7";"    85.6"
"4772 Winkels in schoenen en lederwaren";"2016 februari";"    65.3";"    71.6"
"4772 Winkels in schoenen en lederwaren";"2016 maart";"    80.0";"    77.5"
